cv_id,filename,tier,template,domain,name,seniority,skills_count,experience_count,misc_count,years_exp,pdf_path,gt_path,pdf_exists,gt_exists,time_extract_pymupdf_raw,status_extract_pymupdf_raw,error_extract_pymupdf_raw,time_extract_pymupdf4llm,status_extract_pymupdf4llm,error_extract_pymupdf4llm,time_extract_docling_default,status_extract_docling_default,error_extract_docling_default,time_extract_docling_custom,status_extract_docling_custom,error_extract_docling_custom,chars_pymupdf_raw,chars_pymupdf4llm,chars_docling_default,chars_docling_custom
5190,cv_05190,T3,T3_europass,frontend,Richard Richardson,junior,22,3,1,1.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05190.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05190.json,True,True,0.01,ok,,0.26,ok,,1.17,ok,,1.09,ok,,1565,1783,1635,1647
5445,cv_05445,T3,T3_europass,frontend,Rhonda Mejia,mid,25,1,3,3.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05445.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05445.json,True,True,0.01,ok,,0.23,ok,,1.1,ok,,1.09,ok,,928,1091,968,968
6010,cv_06010,T3,T3_europass,frontend,Tabitha Stark,mid,21,2,1,4.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06010.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06010.json,True,True,0.01,ok,,0.3,ok,,1.15,ok,,1.15,ok,,1224,1421,1283,1295
6325,cv_06325,T3,T3_europass,frontend,Christopher Buck,senior,24,3,2,5.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06325.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06325.json,True,True,0.01,ok,,0.27,ok,,1.13,ok,,1.15,ok,,1773,2003,1846,1858
6405,cv_06405,T3,T3_europass,general_it,Timothy Collins,mid,20,2,3,4.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06405.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06405.json,True,True,0.01,ok,,0.25,ok,,1.12,ok,,1.04,ok,,1274,1462,1364,1376
6475,cv_06475,T3,T3_europass,general_it,Kristy Burns,mid,23,2,1,3.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06475.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06475.json,True,True,0.01,ok,,0.26,ok,,1.13,ok,,1.16,ok,,1430,1622,1489,1501
6695,cv_06695,T3,T3_europass,mobile,Justin Hodges,senior,27,3,1,5.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06695.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06695.json,True,True,0.01,ok,,0.26,ok,,1.17,ok,,1.24,ok,,1548,1753,1618,1630
6860,cv_06860,T3,T3_europass,mobile,Lauren Gonzalez,mid,24,2,3,3.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06860.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06860.json,True,True,0.01,ok,,0.25,ok,,1.26,ok,,1.18,ok,,1298,1502,1360,1372
5150,cv_05150,T3,T3_europass,mobile,William King,senior,26,3,2,6.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05150.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05150.json,True,True,0.01,ok,,0.26,ok,,1.16,ok,,1.11,ok,,1455,1665,1528,1540
5640,cv_05640,T3,T3_europass,mobile,Danielle Glass,senior,24,3,2,5.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05640.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05640.json,True,True,0.01,ok,,0.26,ok,,1.16,ok,,1.13,ok,,1463,1675,1532,1544
5820,cv_05820,T3,T3_europass,product_management,Roger Jones,senior,22,3,2,6.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05820.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05820.json,True,True,0.01,ok,,0.26,ok,,1.23,ok,,1.1,ok,,1656,1873,1726,1738
5680,cv_05680,T3,T3_europass,product_management,Joshua Cummings,senior,23,3,3,5.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05680.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05680.json,True,True,0.01,ok,,0.25,ok,,1.13,ok,,1.65,ok,,1468,1663,1538,1550
5245,cv_05245,T3,T3_europass,product_management,Jonathon Chandler,lead,23,3,2,8.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05245.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05245.json,True,True,0.01,ok,,0.28,ok,,1.17,ok,,1.07,ok,,1536,1745,1601,1613
6580,cv_06580,T3,T3_europass,product_management,Andre Miller,lead,24,3,3,9.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06580.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06580.json,True,True,0.01,ok,,0.3,ok,,1.15,ok,,1.1,ok,,1400,1619,1469,1481
5280,cv_05280,T3,T3_europass,qa_testing,Marcus Hartman,senior,18,3,3,5.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05280.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05280.json,True,True,0.01,ok,,0.26,ok,,1.56,ok,,1.13,ok,,1604,1806,1669,1681
5460,cv_05460,T3,T3_europass,qa_testing,Denise King,mid,23,2,3,4.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05460.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05460.json,True,True,0.01,ok,,0.24,ok,,1.24,ok,,1.14,ok,,1063,1251,1116,1128
5127,cv_05127,T3,T3_header_footer,backend,Donna Brown,lead,26,3,3,10.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05127.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05127.json,True,True,0.01,ok,,0.28,ok,,1.68,ok,,1.09,ok,,2034,2188,2012,2012
6002,cv_06002,T3,T3_header_footer,backend,Jamie Kelly,lead,32,4,1,8.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06002.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06002.json,True,True,0.01,ok,,0.29,ok,,1.19,ok,,1.14,ok,,2365,2517,2353,2353
5282,cv_05282,T3,T3_header_footer,backend,Mary Wilson,lead,27,3,3,9.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05282.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05282.json,True,True,0.01,ok,,0.33,ok,,1.19,ok,,1.15,ok,,2117,2254,2090,2090
5077,cv_05077,T3,T3_header_footer,backend,Mark Williams,lead,30,3,1,8.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05077.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05077.json,True,True,0.01,ok,,0.27,ok,,1.18,ok,,1.48,ok,,1932,2055,1895,1895
6302,cv_06302,T3,T3_header_footer,backend,Norma Levine,mid,29,2,1,3.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06302.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06302.json,True,True,0.01,ok,,0.26,ok,,1.13,ok,,1.29,ok,,1487,1585,1453,1453
6352,cv_06352,T3,T3_header_footer,backend,Melissa Chandler,mid,30,2,3,4.7,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06352.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06352.json,True,True,0.01,ok,,0.25,ok,,1.13,ok,,1.05,ok,,1561,1672,1516,1516
6767,cv_06767,T3,T3_header_footer,backend,Lucas Mckinney,lead,23,2,3,8.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06767.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06767.json,True,True,0.01,ok,,0.26,ok,,1.17,ok,,1.11,ok,,1810,1926,1776,1776
5677,cv_05677,T3,T3_header_footer,cybersecurity,Colleen Cline,senior,20,4,2,7.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05677.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05677.json,True,True,0.01,ok,,0.27,ok,,1.24,ok,,1.23,ok,,2129,2254,2108,2108
6177,cv_06177,T3,T3_header_footer,cybersecurity,Timothy Robinson,senior,27,3,3,6.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06177.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06177.json,True,True,0.01,ok,,0.27,ok,,1.18,ok,,1.16,ok,,1775,1890,1746,1746
5062,cv_05062,T3,T3_header_footer,cybersecurity,Jacqueline Jackson,lead,21,3,2,8.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05062.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05062.json,True,True,0.01,ok,,0.27,ok,,1.17,ok,,1.08,ok,,2032,2168,2002,2002
5512,cv_05512,T3,T3_header_footer,data_science,Brandy Dorsey,senior,26,2,2,5.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05512.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05512.json,True,True,0.01,ok,,0.26,ok,,1.15,ok,,1.09,ok,,1894,2014,1865,1865
6887,cv_06887,T3,T3_header_footer,data_science,Kathleen Smith,mid,25,2,3,3.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06887.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06887.json,True,True,0.01,ok,,0.26,ok,,1.12,ok,,1.11,ok,,1642,1757,1603,1603
6842,cv_06842,T3,T3_header_footer,data_science,Nicole Villarreal,senior,23,3,3,6.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06842.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06842.json,True,True,0.01,ok,,0.26,ok,,1.19,ok,,1.13,ok,,1716,1819,1677,1677
5312,cv_05312,T3,T3_header_footer,data_science,Michael Phillips,senior,24,2,2,5.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05312.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05312.json,True,True,0.01,ok,,0.24,ok,,1.14,ok,,1.11,ok,,1237,1333,1195,1195
6727,cv_06727,T3,T3_header_footer,data_science,Savannah Johnson,junior,23,1,3,1.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06727.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06727.json,True,True,0.01,ok,,0.24,ok,,1.13,ok,,1.11,ok,,1370,1483,1325,1325
6742,cv_06742,T3,T3_header_footer,design,Joshua White,lead,21,3,3,9.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06742.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06742.json,True,True,0.01,ok,,0.33,ok,,1.19,ok,,1.09,ok,,1915,2063,1900,1900
6227,cv_06227,T3,T3_header_footer,design,Chad Burns,senior,17,3,1,7.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06227.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06227.json,True,True,0.01,ok,,0.25,ok,,1.22,ok,,1.22,ok,,1578,1701,1563,1563
6647,cv_06647,T3,T3_header_footer,design,Gregory Stewart,principal,18,5,1,13.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06647.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06647.json,True,True,0.01,ok,,0.34,ok,,1.24,ok,,1.16,ok,,2267,2441,2253,2253
6737,cv_06737,T3,T3_header_footer,devops,Craig Johnson,lead,33,3,3,9.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06737.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06737.json,True,True,0.01,ok,,0.27,ok,,1.17,ok,,1.71,ok,,1825,1948,1809,1809
6957,cv_06957,T3,T3_header_footer,devops,Sara Davila,lead,32,3,3,10.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06957.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06957.json,True,True,0.01,ok,,0.32,ok,,1.19,ok,,1.12,ok,,1824,1950,1805,1805
5317,cv_05317,T3,T3_header_footer,devops,Caitlyn Guerrero,lead,34,4,3,8.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05317.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05317.json,True,True,0.01,ok,,0.33,ok,,1.2,ok,,1.18,ok,,2235,2374,2208,2208
5762,cv_05762,T3,T3_header_footer,devops,Ashley Mendoza,lead,25,5,1,11.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05762.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05762.json,True,True,0.01,ok,,0.28,ok,,1.18,ok,,1.14,ok,,2278,2425,2264,2264
5022,cv_05022,T3,T3_header_footer,frontend,Carolyn Vaughn,principal,24,4,1,12.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05022.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05022.json,True,True,0.01,ok,,0.34,ok,,1.74,ok,,1.17,ok,,1919,2072,1901,1901
5167,cv_05167,T3,T3_header_footer,frontend,Jennifer Horn,mid,22,2,3,2.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05167.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05167.json,True,True,0.01,ok,,0.3,ok,,1.14,ok,,1.1,ok,,1509,1614,1471,1471
6067,cv_06067,T3,T3_header_footer,frontend,Mr. William Walker,principal,23,4,1,14.1,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06067.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06067.json,True,True,0.01,ok,,0.28,ok,,1.59,ok,,1.2,ok,,1919,2056,1895,1895
6497,cv_06497,T3,T3_header_footer,frontend,Jenny Herman,senior,26,3,2,7.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06497.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06497.json,True,True,0.01,ok,,0.29,ok,,1.2,ok,,1.15,ok,,2165,2320,2148,2148
5412,cv_05412,T3,T3_header_footer,frontend,Rodney Moore,mid,22,2,3,4.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05412.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05412.json,True,True,0.01,ok,,0.25,ok,,1.13,ok,,1.12,ok,,1364,1463,1330,1330
5067,cv_05067,T3,T3_header_footer,general_it,Carrie Tapia,senior,21,2,1,6.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05067.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05067.json,True,True,0.01,ok,,0.24,ok,,1.16,ok,,1.12,ok,,1419,1547,1396,1396
5117,cv_05117,T3,T3_header_footer,general_it,Nancy Smith,lead,19,3,1,8.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05117.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05117.json,True,True,0.01,ok,,0.28,ok,,1.18,ok,,1.18,ok,,2025,2159,2014,2014
5612,cv_05612,T3,T3_header_footer,mobile,Mary Merritt,principal,20,4,1,13.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05612.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05612.json,True,True,0.01,ok,,0.27,ok,,1.23,ok,,1.16,ok,,1895,2014,1867,1867
6477,cv_06477,T3,T3_header_footer,mobile,Julia Mccall,lead,28,3,2,9.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06477.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06477.json,True,True,0.01,ok,,0.33,ok,,1.2,ok,,1.15,ok,,2010,2165,1992,1992
6817,cv_06817,T3,T3_header_footer,mobile,Jaime Gregory,senior,20,3,1,5.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06817.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06817.json,True,True,0.01,ok,,0.27,ok,,1.14,ok,,1.58,ok,,1707,1840,1684,1684
5342,cv_05342,T3,T3_header_footer,mobile,Jodi Martin,lead,22,3,2,9.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05342.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05342.json,True,True,0.01,ok,,0.34,ok,,1.22,ok,,1.25,ok,,1705,1811,1669,1669
6542,cv_06542,T3,T3_header_footer,mobile,Angela Smith,senior,31,3,2,6.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06542.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06542.json,True,True,0.01,ok,,0.28,ok,,1.18,ok,,1.25,ok,,2143,2279,2125,2125
6982,cv_06982,T3,T3_header_footer,product_management,Sara Lane,lead,21,4,3,9.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06982.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06982.json,True,True,0.01,ok,,0.27,ok,,1.17,ok,,1.1,ok,,1985,2140,1978,1978
6342,cv_06342,T3,T3_header_footer,product_management,Jeffrey Harrell,lead,19,3,1,10.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06342.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06342.json,True,True,0.01,ok,,0.32,ok,,1.18,ok,,1.09,ok,,1785,1936,1762,1762
6232,cv_06232,T3,T3_header_footer,product_management,Sheila Vega,senior,23,2,2,7.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06232.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06232.json,True,True,0.01,ok,,0.29,ok,,1.17,ok,,1.12,ok,,1088,1178,1071,1071
5177,cv_05177,T3,T3_header_footer,qa_testing,Kristy Gill,senior,24,2,2,5.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05177.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05177.json,True,True,0.01,ok,,0.24,ok,,1.08,ok,,1.15,ok,,1209,1308,1178,1178
5272,cv_05272,T3,T3_header_footer,qa_testing,Christian Green,senior,23,2,2,5.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05272.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05272.json,True,True,0.01,ok,,0.24,ok,,1.16,ok,,1.08,ok,,1270,1356,1218,1218
5038,cv_05038,T3,T3_nested_tables,backend,Jeremy Gomez,principal,24,5,2,12.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05038.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05038.json,True,True,0.01,ok,,0.54,ok,,1.22,ok,,4.49,ok,,2425,3049,4467,3910
5268,cv_05268,T3,T3_nested_tables,backend,Christopher Kim,lead,31,3,2,8.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05268.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05268.json,True,True,0.01,ok,,0.54,ok,,1.22,ok,,4.56,ok,,2104,2783,3700,3594
6158,cv_06158,T3,T3_nested_tables,backend,Anita Hall,mid,28,2,2,4.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06158.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06158.json,True,True,0.01,ok,,0.55,ok,,1.25,ok,,5.13,ok,,1797,2455,3036,3048
5483,cv_05483,T3,T3_nested_tables,backend,Samuel Jordan,lead,26,5,2,9.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05483.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05483.json,True,True,0.01,ok,,0.54,ok,,1.22,ok,,4.23,ok,,2406,3000,4414,4073
6628,cv_06628,T3,T3_nested_tables,backend,Eric Valentine,lead,28,4,1,9.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06628.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06628.json,True,True,0.02,ok,,0.52,ok,,1.74,ok,,4.38,ok,,2298,2893,4206,3653
5548,cv_05548,T3,T3_nested_tables,cybersecurity,Rodney Foster,lead,24,3,3,8.4,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05548.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05548.json,True,True,0.01,ok,,0.47,ok,,1.17,ok,,4.75,ok,,2021,2587,3361,3362
5938,cv_05938,T3,T3_nested_tables,cybersecurity,Lori Wise,mid,21,2,1,2.6,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05938.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05938.json,True,True,0.01,ok,,0.37,ok,,1.11,ok,,3.89,ok,,1302,1828,2237,2322
5003,cv_05003,T3,T3_nested_tables,cybersecurity,Bryce Ramos,principal,23,5,3,16.0,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05003.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05003.json,True,True,0.01,ok,,0.54,ok,,1.17,ok,,4.53,ok,,2429,3043,4358,4000
5708,cv_05708,T3,T3_nested_tables,data_science,Stephen Wilson,mid,23,1,2,3.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05708.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05708.json,True,True,0.01,ok,,0.36,ok,,1.13,ok,,3.85,ok,,1234,1739,2052,2321
5013,cv_05013,T3,T3_nested_tables,data_science,Joshua Hayes,principal,21,5,2,14.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05013.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05013.json,True,True,0.01,ok,,0.57,ok,,1.2,ok,,4.84,ok,,2613,3229,4802,4231
6448,cv_06448,T3,T3_nested_tables,data_science,Barbara Hodges,senior,20,2,3,5.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06448.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06448.json,True,True,0.01,ok,,0.38,ok,,1.15,ok,,3.79,ok,,1376,1918,2284,2371
5108,cv_05108,T3,T3_nested_tables,data_science,Daniel Ferguson,mid,23,2,2,3.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05108.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05108.json,True,True,0.01,ok,,0.4,ok,,1.13,ok,,3.99,ok,,1533,2072,2559,2494
6578,cv_06578,T3,T3_nested_tables,data_science,Benjamin Reilly,senior,23,2,2,5.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06578.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06578.json,True,True,0.01,ok,,0.36,ok,,1.52,ok,,3.99,ok,,1470,2108,2491,2695
5633,cv_05633,T3,T3_nested_tables,data_science,Mr. Robert Banks,senior,19,3,3,5.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05633.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05633.json,True,True,0.01,ok,,0.4,ok,,1.15,ok,,4.7,ok,,1620,2374,2840,2803
6003,cv_06003,T3,T3_nested_tables,design,Mr. James Malone MD,principal,19,4,1,13.9,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06003.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06003.json,True,True,0.01,ok,,0.4,ok,,1.11,ok,,4.35,ok,,1700,2324,3085,3147
6428,cv_06428,T3,T3_nested_tables,design,Daryl Salinas,mid,18,1,2,3.3,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_06428.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_06428.json,True,True,0.01,ok,,0.34,ok,,1.08,ok,,3.68,ok,,1095,1592,1770,1963
5118,cv_05118,T3,T3_nested_tables,design,Susan Alvarado,lead,21,3,2,8.5,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05118.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05118.json,True,True,0.01,ok,,0.52,ok,,1.15,ok,,4.24,ok,,1847,2388,3214,3077
5018,cv_05018,T3,T3_nested_tables,devops,Lauren Martin,mid,35,1,3,3.8,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05018.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05018.json,True,True,0.01,ok,,0.42,ok,,1.14,ok,,3.84,ok,,1462,1980,2285,2537
5093,cv_05093,T3,T3_nested_tables,devops,Courtney Harrison,mid,30,1,3,3.2,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/pdfs/cv_05093.pdf,/kaggle/input/datasets/anasahmad25/cv-parsing-eramatch/ground_truth/cv_05093.json,True,True,0.01,ok,,0.4,ok,,1.19,ok,,3.77,ok,,1419,2018,2171,2418
